2024-00193,David,Denise,3BSIT-1
2023-00194,Escobar,Denise,4BSIT-1
2026-00195,Francisco,Denise,1BSIS-1
2025-00196,Galang,Denise,2BSIS-1
2025-00197,Herrera,Denise,2BSIS-2
2024-00198,Ignacio,Denise,3BSIS-1
2023-00199,Javier,Denise,4BSIS-1
2026-00200,Katigbak,Denise,1BSCS-1,1BSIT-1
2025-00201,Lacsamana,Denise,2BSCS-1
2025-00202,Macapagal,Denise,2BSCS-2
2024-00203,Natividad,Denise,3BSCS-1
2023-00204,Ortega,Denise,4BSCS-1
2026-00205,Quintos,Denise,1BSIT-1
2025-00206,Rivera,Denise,2BSIT-1
2025-00207,Samson,Denise,2BSIT-2
2024-00208,Tolentino,Denise,3BSIT-1
2023-00209,Uy,Denise,4BSIT-1
2026-00210,Vergara,Denise,1BSIS-1,1BSCS-1
2025-00211,Yap,Denise,2BSIS-1
2025-00212,Abad,Ethan,2BSIS-2
2024-00213,Alcantara,Ethan,3BSIS-1
2023-00214,Andres,Ethan,4BSIS-1
2026-00215,Balagtas,Ethan,1BSCS-1
2025-00216,Cabral,Ethan,2BSCS-1
2025-00217,David,Ethan,2BSCS-2
2024-00218,Escobar,Ethan,3BSCS-1
2023-00219,Francisco,Ethan,4BSCS-1
2026-00220,Galang,Ethan,1BSIT-1,1BSCS-1
2025-00221,Herrera,Ethan,2BSIT-1
2025-00222,Ignacio,Ethan,2BSIT-2
2024-00223,Javier,Ethan,3BSIT-1
2023-00224,Katigbak,Ethan,4BSIT-1
2026-00225,Lacsamana,Ethan,1BSIS-1
2025-00226,Macapagal,Ethan,2BSIS-1
2025-00227,Natividad,Ethan,2BSIS-2
2024-00228,Ortega,Ethan,3BSIS-1
2023-00229,Quintos,Ethan,4BSIS-1
2026-00230,Rivera,Ethan,1BSCS-1,1BSIT-1
2025-00231,Samson,Ethan,2BSCS-1
2025-00232,Tolentino,Ethan,2BSCS-2
2024-00233,Uy,Ethan,3BSCS-1
2023-00234,Vergara,Ethan,4BSCS-1
2026-00235,Yap,Ethan,1BSIT-1
2025-00236,Abad,Frances,2BSIT-1
2025-00237,Alcantara,Frances,2BSIT-2
2024-00238,Andres,Frances,3BSIT-1
2023-00239,Balagtas,Frances,4BSIT-1
2026-00240,Cabral,Frances,1BSIS-1,1BSCS-1
2025-00241,David,Frances,2BSIS-1
2025-00242,Escobar,Frances,2BSIS-2
2024-00243,Francisco,Frances,3BSIS-1
2023-00244,Galang,Frances,4BSIS-1
2026-00245,Herrera,Frances,1BSCS-1
2025-00246,Ignacio,Frances,2BSCS-1
2025-00247,Javier,Frances,2BSCS-2
2024-00248,Katigbak,Frances,3BSCS-1
2023-00249,Lacsamana,Frances,4BSCS-1
2026-00250,Macapagal,Frances,1BSIT-1,1BSCS-1
2025-00251,Natividad,Frances,2BSIT-1
2025-00252,Ortega,Frances,2BSIT-2
2024-00253,Quintos,Frances,3BSIT-1
2023-00254,Rivera,Frances,4BSIT-1
2026-00255,Samson,Frances,1BSIS-1
2025-00256,Tolentino,Frances,2BSIS-1
2025-00257,Uy,Frances,2BSIS-2
2024-00258,Vergara,Frances,3BSIS-1
2023-00259,Yap,Frances,4BSIS-1
2026-00260,Abad,Gian,1BSCS-1,1BSIT-1
2025-00261,Alcantara,Gian,2BSCS-1
2025-00262,Andres,Gian,2BSCS-2
2024-00263,Balagtas,Gian,3BSCS-1
2023-00264,Cabral,Gian,4BSCS-1
2026-00265,David,Gian,1BSIT-1
2025-00266,Escobar,Gian,2BSIT-1
2025-00267,Francisco,Gian,2BSIT-2
2024-00268,Galang,Gian,3BSIT-1
2023-00269,Herrera,Gian,4BSIT-1
2026-00270,Ignacio,Gian,1BSIS-1,1BSCS-1
2025-00271,Javier,Gian,2BSIS-1
2025-00272,Katigbak,Gian,2BSIS-2
2024-00273,Lacsamana,Gian,3BSIS-1
2023-00274,Macapagal,Gian,4BSIS-1
2026-00275,Natividad,Gian,1BSCS-1
2025-00276,Ortega,Gian,2BSCS-1
2025-00277,Quintos,Gian,2BSCS-2
2024-00278,Rivera,Gian,3BSCS-1
2023-00279,Samson,Gian,4BSCS-1
2026-00280,Tolentino,Gian,1BSIT-1,1BSCS-1
2025-00281,Uy,Gian,2BSIT-1
2025-00282,Vergara,Gian,2BSIT-2
2024-00283,Yap,Gian,3BSIT-1
2023-00284,Abad,Hannah,4BSIT-1
2026-00285,Alcantara,Hannah,1BSIS-1
2025-00286,Andres,Hannah,2BSIS-1
2025-00287,Balagtas,Hannah,2BSIS-2
2024-00288,Cabral,Hannah,3BSIS-1
2023-00289,David,Hannah,4BSIS-1
2026-00290,Escobar,Hannah,1BSCS-1,1BSIT-1
2025-00291,Francisco,Hannah,2BSCS-1
2025-00292,Galang,Hannah,2BSCS-2
2024-00293,Herrera,Hannah,3BSCS-1
2023-00294,Ignacio,Hannah,4BSCS-1
2026-00295,Javier,Hannah,1BSIT-1
2025-00296,Katigbak,Hannah,2BSIT-1
2025-00297,Lacsamana,Hannah,2BSIT-2
2024-00298,Macapagal,Hannah,3BSIT-1
2023-00299,Natividad,Hannah,4BSIT-1
2026-00300,Ortega,Hannah,1BSIS-1,1BSCS-1
2025-00301,Quintos,Hannah,2BSIS-1
2025-00302,Rivera,Hannah,2BSIS-2
2024-00303,Samson,Hannah,3BSIS-1
2023-00304,Tolentino,Hannah,4BSIS-1
2026-00305,Uy,Hannah,1BSCS-1
2025-00306,Vergara,Hannah,2BSCS-1
2025-00307,Yap,Hannah,2BSCS-2
2024-00308,Abad,Isaac,3BSCS-1
2023-00309,Alcantara,Isaac,4BSCS-1
2026-00310,Andres,Isaac,1BSIT-1,1BSCS-1
2025-00311,Balagtas,Isaac,2BSIT-1
2025-00312,Cabral,Isaac,2BSIT-2
2024-00313,David,Isaac,3BSIT-1
2023-00314,Escobar,Isaac,4BSIT-1
2026-00315,Francisco,Isaac,1BSIS-1
2025-00316,Galang,Isaac,2BSIS-1
2025-00317,Herrera,Isaac,2BSIS-2
2024-00318,Ignacio,Isaac,3BSIS-1
2023-00319,Javier,Isaac,4BSIS-1
2026-00320,Katigbak,Isaac,1BSCS-1,1BSIT-1
2025-00321,Lacsamana,Isaac,2BSCS-1
2025-00322,Macapagal,Isaac,2BSCS-2
2024-00323,Natividad,Isaac,3BSCS-1
2023-00324,Ortega,Isaac,4BSCS-1
2026-00325,Quintos,Isaac,1BSIT-1
2025-00326,Rivera,Isaac,2BSIT-1
2025-00327,Samson,Isaac,2BSIT-2
2024-00328,Tolentino,Isaac,3BSIT-1
2023-00329,Uy,Isaac,4BSIT-1
2026-00330,Vergara,Isaac,1BSIS-1,1BSCS-1
2025-00331,Yap,Isaac,2BSIS-1
2025-00332,Abad,Julia,2BSIS-2
2024-00333,Alcantara,Julia,3BSIS-1
2023-00334,Andres,Julia,4BSIS-1
2026-00335,Balagtas,Julia,1BSCS-1
2025-00336,Cabral,Julia,2BSCS-1
2025-00337,David,Julia,2BSCS-2
2024-00338,Escobar,Julia,3BSCS-1
2023-00339,Francisco,Julia,4BSCS-1
2026-00340,Galang,Julia,1BSIT-1,1BSCS-1
2025-00341,Herrera,Julia,2BSIT-1
2025-00342,Ignacio,Julia,2BSIT-2
2024-00343,Javier,Julia,3BSIT-1
2023-00344,Katigbak,Julia,4BSIT-1
2026-00345,Lacsamana,Julia,1BSIS-1
2025-00346,Macapagal,Julia,2BSIS-1
2025-00347,Natividad,Julia,2BSIS-2
2024-00348,Ortega,Julia,3BSIS-1
2023-00349,Quintos,Julia,4BSIS-1
2026-00350,Rivera,Julia,1BSCS-1,1BSIT-1
2025-00351,Samson,Julia,2BSCS-1
2025-00352,Tolentino,Julia,2BSCS-2
2024-00353,Uy,Julia,3BSCS-1
2023-00354,Vergara,Julia,4BSCS-1
2026-00355,Yap,Julia,1BSIT-1
2025-00356,Abad,Kyle,2BSIT-1
2025-00357,Alcantara,Kyle,2BSIT-2
2024-00358,Andres,Kyle,3BSIT-1
2023-00359,Balagtas,Kyle,4BSIT-1
2026-00360,Cabral,Kyle,1BSIS-1,1BSCS-1
2025-00361,David,Kyle,2BSIS-1
2025-00362,Escobar,Kyle,2BSIS-2
2024-00363,Francisco,Kyle,3BSIS-1
2023-00364,Galang,Kyle,4BSIS-1
2026-00365,Herrera,Kyle,1BSCS-1
2025-00366,Ignacio,Kyle,2BSCS-1
2025-00367,Javier,Kyle,2BSCS-2
2024-00368,Katigbak,Kyle,3BSCS-1
2023-00369,Lacsamana,Kyle,4BSCS-1
2026-00370,Macapagal,Kyle,1BSIT-1,1BSCS-1
2025-00371,Natividad,Kyle,2BSIT-1
2025-00372,Ortega,Kyle,2BSIT-2
2024-00373,Quintos,Kyle,3BSIT-1
2023-00374,Rivera,Kyle,4BSIT-1
2026-00375,Samson,Kyle,1BSIS-1
2025-00376,Tolentino,Kyle,2BSIS-1
2025-00377,Uy,Kyle,2BSIS-2
2024-00378,Vergara,Kyle,3BSIS-1
2023-00379,Yap,Kyle,4BSIS-1
2026-00380,Abad,Louise,1BSCS-1,1BSIT-1
2025-00381,Alcantara,Louise,2BSCS-1
2025-00382,Andres,Louise,2BSCS-2
2024-00383,Balagtas,Louise,3BSCS-1
2023-00384,Cabral,Louise,4BSCS-1
2026-00385,David,Louise,1BSIT-1
2025-00386,Escobar,Louise,2BSIT-1
2025-00387,Francisco,Louise,2BSIT-2
2024-00388,Galang,Louise,3BSIT-1
2023-00389,Herrera,Louise,4BSIT-1
2026-00390,Ignacio,Louise,1BSIS-1,1BSCS-1
2025-00391,Javier,Louise,2BSIS-1
2025-00392,Katigbak,Louise,2BSIS-2
2024-00393,Lacsamana,Louise,3BSIS-1
2023-00394,Macapagal,Louise,4BSIS-1
2026-00395,Natividad,Louise,1BSCS-1
2025-00396,Ortega,Louise,2BSCS-1
2025-00397,Quintos,Louise,2BSCS-2
2024-00398,Rivera,Louise,3BSCS-1
2023-00399,Samson,Louise,4BSCS-1
2026-00400,Tolentino,Louise,1BSIT-1,1BSCS-1
2025-00401,Uy,Louise,2BSIT-1
2025-00402,Vergara,Louise,2BSIT-2
2024-00403,Yap,Louise,3BSIT-1
2023-00404,Abad,Nathan,4BSIT-1
2026-00405,Alcantara,Nathan,1BSIS-1
2025-00406,Andres,Nathan,2BSIS-1
2025-00407,Balagtas,Nathan,2BSIS-2
2024-00408,Cabral,Nathan,3BSIS-1
2023-00409,David,Nathan,4BSIS-1
2026-00410,Escobar,Nathan,1BSCS-1,1BSIT-1
2025-00411,Francisco,Nathan,2BSCS-1
2025-00412,Galang,Nathan,2BSCS-2
2024-00413,Herrera,Nathan,3BSCS-1
2023-00414,Ignacio,Nathan,4BSCS-1
2026-00415,Javier,Nathan,1BSIT-1
2025-00416,Katigbak,Nathan,2BSIT-1
2025-00417,Lacsamana,Nathan,2BSIT-2
2024-00418,Macapagal,Nathan,3BSIT-1
2023-00419,Natividad,Nathan,4BSIT-1
2026-00420,Ortega,Nathan,1BSIS-1,1BSCS-1
2025-00421,Quintos,Nathan,2BSIS-1
2025-00422,Rivera,Nathan,2BSIS-2
2024-00423,Samson,Nathan,3BSIS-1
2023-00424,Tolentino,Nathan,4BSIS-1
2026-00425,Uy,Nathan,1BSCS-1
2025-00426,Vergara,Nathan,2BSCS-1
2025-00427,Yap,Nathan,2BSCS-2
2024-00428,Abad,Olivia,3BSCS-1
2023-00429,Alcantara,Olivia,4BSCS-1
2026-00430,Andres,Olivia,1BSIT-1,1BSCS-1
2025-00431,Balagtas,Olivia,2BSIT-1
2025-00432,Cabral,Olivia,2BSIT-2
2024-00433,David,Olivia,3BSIT-1
2023-00434,Escobar,Olivia,4BSIT-1
2026-00435,Francisco,Olivia,1BSIS-1
2025-00436,Galang,Olivia,2BSIS-1
2025-00437,Herrera,Olivia,2BSIS-2
2024-00438,Ignacio,Olivia,3BSIS-1
2023-00439,Javier,Olivia,4BSIS-1
2026-00440,Katigbak,Olivia,1BSCS-1,1BSIT-1
2025-00441,Lacsamana,Olivia,2BSCS-1
2025-00442,Macapagal,Olivia,2BSCS-2
2024-00443,Natividad,Olivia,3BSCS-1
2023-00444,Ortega,Olivia,4BSCS-1
2026-00445,Quintos,Olivia,1BSIT-1
2025-00446,Rivera,Olivia,2BSIT-1
2025-00447,Samson,Olivia,2BSIT-2
2024-00448,Tolentino,Olivia,3BSIT-1
2023-00449,Uy,Olivia,4BSIT-1
2026-00450,Vergara,Olivia,1BSIS-1,1BSCS-1
2025-00451,Yap,Olivia,2BSIS-1
2025-00452,Abad,Paolo,2BSIS-2
2024-00453,Alcantara,Paolo,3BSIS-1
2023-00454,Andres,Paolo,4BSIS-1
2026-00455,Balagtas,Paolo,1BSCS-1
2025-00456,Cabral,Paolo,2BSCS-1
2025-00457,David,Paolo,2BSCS-2
2024-00458,Escobar,Paolo,3BSCS-1
2023-00459,Francisco,Paolo,4BSCS-1
2026-00460,Galang,Paolo,1BSIT-1,1BSCS-1
2025-00461,Herrera,Paolo,2BSIT-1
2025-00462,Ignacio,Paolo,2BSIT-2
2024-00463,Javier,Paolo,3BSIT-1
2023-00464,Katigbak,Paolo,4BSIT-1
2026-00465,Lacsamana,Paolo,1BSIS-1
2025-00466,Macapagal,Paolo,2BSIS-1
2025-00467,Natividad,Paolo,2BSIS-2
2024-00468,Ortega,Paolo,3BSIS-1
2023-00469,Quintos,Paolo,4BSIS-1
2026-00470,Rivera,Paolo,1BSCS-1,1BSIT-1
2025-00471,Samson,Paolo,2BSCS-1
2025-00472,Tolentino,Paolo,2BSCS-2
2024-00473,Uy,Paolo,3BSCS-1
2023-00474,Vergara,Paolo,4BSCS-1
2026-00475,Yap,Paolo,1BSIT-1
2025-00476,Abad,Queenie,2BSIT-1
2025-00477,Alcantara,Queenie,2BSIT-2
2024-00478,Andres,Queenie,3BSIT-1
2023-00479,Balagtas,Queenie,4BSIT-1
2026-00480,Cabral,Queenie,1BSIS-1,1BSCS-1
2025-00481,David,Queenie,2BSIS-1
2025-00482,Escobar,Queenie,2BSIS-2
2024-00483,Francisco,Queenie,3BSIS-1
2023-00484,Galang,Queenie,4BSIS-1
2026-00485,Herrera,Queenie,1BSCS-1
2025-00486,Ignacio,Queenie,2BSCS-1
2025-00487,Javier,Queenie,2BSCS-2
2024-00488,Katigbak,Queenie,3BSCS-1
2023-00489,Lacsamana,Queenie,4BSCS-1
2026-00490,Macapagal,Queenie,1BSIT-1,1BSCS-1
2025-00491,Natividad,Queenie,2BSIT-1
2025-00492,Ortega,Queenie,2BSIT-2
2024-00493,Quintos,Queenie,3BSIT-1
2023-00494,Rivera,Queenie,4BSIT-1
2026-00495,Samson,Queenie,1BSIS-1
2025-00496,Tolentino,Queenie,2BSIS-1
2025-00497,Uy,Queenie,2BSIS-2
2024-00498,Vergara,Queenie,3BSIS-1
2023-00499,Yap,Queenie,4BSIS-1
2026-00500,Abad,Sean,1BSCS-1,1BSIT-1
2025-00501,Alcantara,Sean,2BSCS-1
2025-00502,Andres,Sean,2BSCS-2
2024-00503,Balagtas,Sean,3BSCS-1
2023-00504,Cabral,Sean,4BSCS-1
2026-00505,David,Sean,1BSIT-1
2025-00506,Escobar,Sean,2BSIT-1
2025-00507,Francisco,Sean,2BSIT-2
2024-00508,Galang,Sean,3BSIT-1
2023-00509,Herrera,Sean,4BSIT-1
2026-00510,Ignacio,Sean,1BSIS-1,1BSCS-1
2025-00511,Javier,Sean,2BSIS-1
2025-00512,Katigbak,Sean,2BSIS-2
2024-00513,Lacsamana,Sean,3BSIS-1
2023-00514,Macapagal,Sean,4BSIS-1
2026-00515,Natividad,Sean,1BSCS-1
2025-00516,Ortega,Sean,2BSCS-1
2025-00517,Quintos,Sean,2BSCS-2
2024-00518,Rivera,Sean,3BSCS-1
2023-00519,Samson,Sean,4BSCS-1
2026-00520,Tolentino,Sean,1BSIT-1,1BSCS-1
2025-00521,Uy,Sean,2BSIT-1
2025-00522,Vergara,Sean,2BSIT-2
2024-00523,Yap,Sean,3BSIT-1
2023-00524,Abad,Trisha,4BSIT-1
2026-00525,Alcantara,Trisha,1BSIS-1
2025-00526,Andres,Trisha,2BSIS-1
2025-00527,Balagtas,Trisha,2BSIS-2
2024-00528,Cabral,Trisha,3BSIS-1
2023-00529,David,Trisha,4BSIS-1
2026-00530,Escobar,Trisha,1BSCS-1,1BSIT-1
2025-00531,Francisco,Trisha,2BSCS-1
2025-00532,Galang,Trisha,2BSCS-2
2024-00533,Herrera,Trisha,3BSCS-1
2023-00534,Ignacio,Trisha,4BSCS-1
2026-00535,Javier,Trisha,1BSIT-1
2025-00536,Katigbak,Trisha,2BSIT-1
2025-00537,Lacsamana,Trisha,2BSIT-2
2024-00538,Macapagal,Trisha,3BSIT-1
2023-00539,Natividad,Trisha,4BSIT-1
2026-00540,Ortega,Trisha,1BSIS-1,1BSCS-1
2025-00541,Quintos,Trisha,2BSIS-1
2025-00542,Rivera,Trisha,2BSIS-2
2024-00543,Samson,Trisha,3BSIS-1
2023-00544,Tolentino,Trisha,4BSIS-1
2026-00545,Uy,Trisha,1BSCS-1
2025-00546,Vergara,Trisha,2BSCS-1
2025-00547,Yap,Trisha,2BSCS-2
2024-00548,Abad,Vincent,3BSCS-1
2023-00549,Alcantara,Vincent,4BSCS-1
2026-00550,Andres,Vincent,1BSIT-1,1BSCS-1
2025-00551,Balagtas,Vincent,2BSIT-1
2025-00552,Cabral,Vincent,2BSIT-2
2024-00553,David,Vincent,3BSIT-1
2023-00554,Escobar,Vincent,4BSIT-1
2026-00555,Francisco,Vincent,1BSIS-1
2025-00556,Galang,Vincent,2BSIS-1
2025-00557,Herrera,Vincent,2BSIS-2
2024-00558,Ignacio,Vincent,3BSIS-1
2023-00559,Javier,Vincent,4BSIS-1
2026-00560,Katigbak,Vincent,1BSCS-1,1BSIT-1
2025-00561,Lacsamana,Vincent,2BSCS-1
2025-00562,Macapagal,Vincent,2BSCS-2
2024-00563,Natividad,Vincent,3BSCS-1
2023-00564,Ortega,Vincent,4BSCS-1
2026-00565,Quintos,Vincent,1BSIT-1
2025-00566,Rivera,Vincent,2BSIT-1
2025-00567,Samson,Vincent,2BSIT-2
2024-00568,Tolentino,Vincent,3BSIT-1
2023-00569,Uy,Vincent,4BSIT-1
2026-00570,Vergara,Vincent,1BSIS-1,1BSCS-1
2025-00571,Yap,Vincent,2BSIS-1
